01264      ;"JY 1332/23 звери 3 в.3цв./74/";JY1332/23;0;11046      ;"РАЗНАЯ";20.0;%;2.360;USD;77.0;;56.0;46.0;0.2;15.7;74;уп.;d:\foto\01264.jpg;2;"";;
00637      ;"JY2240 брелки звери 6 в./720/";JY2240;0;11046      ;"РАЗНАЯ";20.0;%;0.380;USD;77.0;;57.0;45.0;0.2;0;720;уп.;d:\foto\00637.jpg;2;"";;
01501      ;"LS 1111 зв. 4 в.шкура муз/90/";LS1111;0;11046      ;"РАЗНАЯ";20.0;%;4.520;USD;77.0;;45.0;57.0;0.2;0;90;уп.;d:\foto\01501.jpg;2;"";;
05000      ;"PTE07-4128-1/4128-2/4128-3 звери 3 в.22*11/72/";4128-1/4128-3;0;11046      ;"РАЗНАЯ";20.0;%;3.680;USD;60.0;;45.0;58.0;0.2;11.2;72;уп.;d:\foto\05000.jpg;2;"";;
01151      ;"SS18372 звери 3 в./60/";SS18372;0;11046      ;"РАЗНАЯ";20.0;%;2.010;USD;77.0;;46.0;56.0;0.2;14.0;60;уп.;d:\foto\01151.jpg;2;"";;
01353      ;"TH25003 животные 5 в.37см/144/";TH25003;0;11046      ;"РАЗНАЯ";20.0;%;2.710;USD;57.0;;46.0;78.0;0.2;18.0;144;уп.;d:\foto\01353.jpg;2;"";;
01586      ;"TH25064 звери 3 в.44см/84";TH25064;0;11046      ;"РАЗНАЯ";20.0;%;5.950;USD;57.0;;46.0;78.0;0.2;18.0;84;уп.;d:\foto\01586.jpg;2;"";;
13654      ;"TLY-9180 25см SITTING кролик 4цв./36/";TLY-9180(25CM S;0;11046      ;"РАЗНАЯ";20.0;%;3.500;USD;63.0;;45.0;58.0;0.2;8.0;36;уп.;d:\foto\13654.jpg;2;"";;
01521      ;"TS03804-1 звери 3в. шкура муз/72/";TS03804-1;0;11046      ;"РАЗНАЯ";20.0;%;4.870;USD;77.0;;46.0;56.0;0.2;15.0;72;уп.;d:\foto\01521.jpg;2;"";;
01471      ;"TS040802-1 звери 3 в шкура муз/90/";TS040802-1;0;11046      ;"РАЗНАЯ";20.0;%;3.810;USD;77.0;;46.0;56.0;0.2;20.0;90;уп.;d:\foto\01471.jpg;2;"";;
23300      ;"W02-3669 змея 21см 3цв.кул./300/";W02-3669;0;11046      ;"РАЗНАЯ";20.0;%;1.880;USD;90.0;;75.0;50.0;0.3;20.0;300;уп.;d:\foto\23300.jpg;2;"";;
06017      ;"XLM1873 медведь 26см /48/";1873;0;11046      ;"РАЗНАЯ";20.0;%;3.900;USD;63.0;;45.0;58.0;0.2;16.0;48;уп.;d:\foto\06017.jpg;2;"";;
06023      ;"XLM4106 мышь 21см /72/";4106;0;11046      ;"РАЗНАЯ";20.0;%;2.920;USD;63.0;;45.0;58.0;0.2;16.0;72;уп.;d:\foto\06023.jpg;2;"";;
06024      ;"XLM4259 собака 26см /60/";4259;0;11046      ;"РАЗНАЯ";20.0;%;2.890;USD;63.0;;45.0;58.0;0.2;12.5;60;уп.;d:\foto\06024.jpg;2;"";;
04657      ;"ZY25938 слон-копилка 2цв..25cm /36/";25938;0;11046      ;"РАЗНАЯ";20.0;%;4.870;USD;65.0;;45.0;57.0;0.2;13.0;36;уп.;d:\foto\04657.jpg;2;"";;
04655      ;"ZY30677 лиса 30cm /48/";30677;0;11046      ;"РАЗНАЯ";20.0;%;4.320;USD;65.0;;45.0;57.0;0.2;12.0;48;уп.;d:\foto\04655.jpg;2;"";;
04666      ;"ZY32678 лев с банкой 32cm /24/";32678;0;11046      ;"РАЗНАЯ";20.0;%;6.330;USD;65.0;;45.0;57.0;0.2;15.0;24;уп.;d:\foto\04666.jpg;2;"";;
11042      ;"СЛЮНОВПИТЫВАЮЩАЯ";;1;00004      ;"ИГРУШКИ МЯГКИЕ";0;%;0;;;;;;;;0;;d:\foto\11042.jpg;0;"";;
11043      ;"СУМКИ, РЮКЗАКИ";;1;00004      ;"ИГРУШКИ МЯГКИЕ";0;%;0;;;;;;;;0;;d:\foto\11043.jpg;0;"";;
01134      ;"0777-10 собака 2 в./120/";0777-10;0;11043      ;"СУМКИ, РЮКЗАКИ";20.0;%;2.100;USD;80.0;;59.0;55.0;0.3;27.0;120;уп.;d:\foto\01134.jpg;2;"";;
08643      ;"Сумка 0803-5 (2714) лягушка/300/";0803-5;0;11043      ;"СУМКИ, РЮКЗАКИ";15.0;%;1.310;USD;70.0;;40.0;50.0;0.1;24.0;300;уп.;d:\foto\08643.jpg;2;"";;
42624      ;"ІГРАШКИ ДЛЯ ДІВЧАТ";;1;;"";0;%;0;;;;;;;;0;;d:\foto\42624.jpg;0;"";;
10931      ;"БІЖУТЕРІЯ ДИТЯЧА";;1;42624      ;"ІГРАШКИ ДЛЯ ДІВЧАТ";0;%;0;;;;;;;;0;;d:\foto\10931.jpg;0;"";;
29375      ;"Бижутерия 4001B/4002B/4005B жемчуг 3в.лист 20*16*2,5 /360/";4001B/4002B/4005B;0;10931      ;"БІЖУТЕРІЯ ДИТЯЧА";17.5;%;0.530;USD;76.0;;55.0;42.0;0.2;10.0;360;уп.;d:\foto\29375.jpg;2;"";;
21748      ;"Бижутерия 68621 жемчуг лист 28*3*21 /240/";68621;0;10931      ;"БІЖУТЕРІЯ ДИТЯЧА";17.5;%;0.700;USD;80.0;;56.0;38.0;0.2;20.0;240;уп.;d:\foto\21748.jpg;2;"";;
66751      ;"Бижутерия W02-331 в сумке /600/ УЦЕНКА!!!";W02-331;0;10931      ;"БІЖУТЕРІЯ ДИТЯЧА";0;%;0.610;USD;;;;;;;0;;d:\foto\66751.jpg;2;"";;
82374      ;"Біжутерія 01933 Poopsie набір для творчості брелок кор.28*2,8*26 /96/";01933;0;10931      ;"БІЖУТЕРІЯ ДИТЯЧА";17.5;%;3.300;USD;92.0;;80.0;31.0;0.2;24.5;96;уп.;d:\foto\82374.jpg;1;"";1;1
81850      ;"Біжутерія BT-T-0178 Lock Stars замочки з секретом аксесуари на сумку 12шт.в кор. /72/864/";BT-T-0178;0;10931      ;"БІЖУТЕРІЯ ДИТЯЧА";17.5;%;1.150;USD;99.0;;43.0;60.0;0.3;34.8;864;уп.;d:\foto\81850.jpg;1;"У каждого замочка свой уникальный и неповторимый вид.
В наборе спрятана мини-фигурка замочек, какой именно попался можно узнать только после вскрытия упаковки.
Используйте специальный ключик, чтобы открыть яркую фигурку в виде робота, монстрика или животного.
Аксессуары можно носить в качестве подвески на сумке, рюкзаке или одежде.
Аналог Hasbro.
Размер ящика - 99*43*60";;1
91716      ;"Біжутерія JY977-21C/21D/31C/31D набір прикрас 2в.2кол.пласт.15*11*15 /120/";JY977-21C/21D/31C/31D;0;10931      ;"БІЖУТЕРІЯ ДИТЯЧА";17.5;%;1.780;USD;80.0;;90.0;49.0;0.4;11.0;120;уп.;d:\foto\91716.jpg;1;"";1;1
91713      ;"Біжутерія JY977-7C/17C набір прикрас 2кол.лист 34*2*25 /96/";JY977-7C/17C;0;10931      ;"БІЖУТЕРІЯ ДИТЯЧА";17.5;%;1.650;USD;93.0;;36.0;40.0;0.1;11.0;96;уп.;d:\foto\91713.jpg;1;"";1;1
91714      ;"Біжутерія JY977-7E/17E набір прикрас 2кол.лист 34*2,5*25 /120/";JY977-7E/17E;0;10931      ;"БІЖУТЕРІЯ ДИТЯЧА";17.5;%;1.400;USD;65.0;;56.0;44.0;0.2;12.0;120;уп.;d:\foto\91714.jpg;1;"";1;1
